date,net_impact,weighted_horizon,news_count,divergence
2026-02-14,-0.36000000000000004,0.4000000000000001,1.0,0.0
2026-02-16,1.1062500000000002,0.44444444444444453,6.0,0.7890923055426828
2026-02-17,-0.588,0.39999999999999997,2.0,0.0
2026-02-18,0.5599999999999999,0.39999999999999997,1.0,0.0
2026-02-19,0.6900000000000001,0.4,3.0,0.8144527815247078
2026-02-21,0.523,0.5125000000000001,4.0,0.7505553499465135
2026-02-22,1.4083125,0.5018181818181818,7.0,0.20354009783964297
2026-02-23,1.7856616210937502,0.6,20.0,0.5605448477292334
2026-02-24,1.5932855177392462,0.5517241379310344,46.0,0.7511826424504501
2026-02-25,1.334714859166848,0.49739130434782625,67.0,0.8014452966646612
2026-02-26,-0.5364828632399439,0.4953125,32.0,0.8408904650390254
2026-02-27,-0.9179257812500001,0.46976744186046526,10.0,0.8456424250894176
2026-02-28,0.9115000000000001,0.4820512820512822,5.0,0.9423375191511797
2026-03-01,0.4425,0.5461538461538462,6.0,0.9042492281814051
2026-03-02,0.7557741165161131,0.6128654970760233,20.0,0.7279929149452804
2026-03-03,-1.611342468261719,0.5402985074626866,17.0,0.5226403554802007
