date,stock_id,source,title
2024-01-01 03:00,2330,經濟日報,晶圓雙雄再成焦點 台積電平穩向上、聯電爆量上揚 該買哪一檔？ - 經濟日報
2024-01-01 08:00,2330,Yahoo奇摩股市,【台積電股東爆下車潮2】600元是散戶心中天花板價？專家這麼看 - Yahoo奇摩股市
2024-01-01 08:00,2330,Yahoo奇摩股市,【台積電股東爆下車潮1】台積電股價創21月新高31萬股東卻下車了 - Yahoo奇摩股市
2024-01-01 08:00,2330,Yahoo奇摩新聞,台積電今年重返成長軌道 營收挑戰2.5兆元…年增逾15% - Yahoo奇摩新聞
2024-01-01 08:00,2330,Yahoo奇摩新聞,「短命千金」拖累台股！航運撐盤、台積電終場給力上甩台股跌77點至17853點 - Yahoo奇摩新聞
2024-01-01 10:06,2330,自由財經,台積電被列中企市值500強榜首 慘遭中網友酸爆 - 自由財經
2024-01-01 14:16,2330,Yahoo奇摩新聞,台積電18日法說重回實體模式 法人看登700元 - Yahoo奇摩新聞
2024-01-01 22:29,2330,Yahoo奇摩新聞,台積電18日辦實體法說 四年來首見 - Yahoo奇摩新聞
2024-01-02 00:35,2330,Yahoo奇摩新聞,台積電被列「中企500強榜首」 中國網友酸：意淫傷身 - Yahoo奇摩新聞
2024-01-02 01:40,2330,Yahoo奇摩股市,【台積電股東爆下車潮2】600元是散戶心中天花板價？專家這麼看 - Yahoo奇摩股市
2024-01-02 01:41,2330,Yahoo奇摩股市,【台積電股東爆下車潮1】台積電股價創21月新高31萬股東卻下車了 - Yahoo奇摩股市
2024-01-02 01:51,2330,自由財經,台積電被列中企市值500強榜首 慘遭中網友酸爆 - 自由財經
2024-01-02 02:02,2330,四季線上4gTV,日媒：台積電熊本廠擬2024年2/24開幕｜四季線上4gTV - 四季線上4gTV
2024-01-02 03:31,2330,Yahoo奇摩股市,台積電1/18回歸實體法說會聚焦展望及全球布局 - Yahoo奇摩股市
2024-01-02 03:33,2330,Yahoo奇摩股市,《熱門族群》台積電及一軍均失守短均開紅盤AI表現不利 - Yahoo奇摩股市
2024-01-02 05:37,2330,ETtoday財經雲,台積電持平收593 台股跌77點來到17854點 - ETtoday財經雲
2024-01-02 05:48,2330,Yahoo奇摩新聞,發哥掰了千金「重跌3%」！攜AI、台積電拖累 台股重跌百點「摜破17800點」 - Yahoo奇摩新聞
2024-01-02 07:30,2330,Yahoo奇摩新聞,「短命千金」拖累台股！航運撐盤、台積電終場給力上甩 台股跌77點至17853點 - Yahoo奇摩新聞
2024-01-02 08:00,2330,經濟日報,晶圓雙雄再成焦點台積電平穩向上、聯電爆量上揚該買哪一檔？ | 市場焦點| 證券| 經濟日報 - 經濟日報
2024-01-02 08:00,2330,聯合新聞網,600以下台積電（2330）是天上掉下來的禮物？ 專家：祈禱護國神山持續頂住台股基本面| 聯合新聞網 - 聯合新聞網
2024-01-02 08:00,2330,Yahoo奇摩新聞,台股暴跌320點！今年開頭臉超綠 「台積電重挫17元」市值失守15兆 - Yahoo奇摩新聞
2024-01-02 08:00,2330,Yahoo奇摩股市,台積電暴跌17元市值一天蒸發4400億元15兆元大關失守 - Yahoo奇摩股市
2024-01-02 08:00,2330,Yahoo奇摩股市,台積電重挫13元聯發科大立光臉綠台股早盤大跌逾240點 - Yahoo奇摩股市
2024-01-02 08:00,2330,Yahoo奇摩股市,【台股盤中】台積電跌15元指數重挫逾300點摜破17600點 - Yahoo奇摩股市
2024-01-02 08:21,2330,ETtoday財經雲,台積電4年來首場實體法說 董座劉德音退休、海外設廠成必考題 - ETtoday財經雲
2024-01-02 08:50,2330,Yahoo奇摩新聞,兩岸三地市值500強 台積電重登市值王寶座 - Yahoo奇摩新聞
2024-01-02 08:54,2330,豐雲學堂,三大法人買賣超– 外資買超(2330)台積電、(2618)長榮航，投信買超(2891)中信金、(5483)中美晶，法人合計賣超31.2億 ... - 豐雲學堂
2024-01-03 01:02,2330,ETtoday財經雲,蘋果重挫！台積電跌10元至583 指數殺近170點失守17700 - ETtoday財經雲
2024-01-03 01:15,2330,Yahoo奇摩新聞,快訊／台積電跌9元！台股開盤重挫逾百點 失守17700關卡 - Yahoo奇摩新聞
2024-01-03 01:28,2330,ETtoday財經雲,美股費半重挫 台積電跌逾10元險守15兆市值 - ETtoday財經雲
2024-01-03 01:31,2330,Yahoo奇摩股市,台股早盤挫逾190點失守17700點台積電跌10元 - Yahoo奇摩股市
2024-01-03 01:32,2330,自由財經,台積電被列中企市值500強榜首 慘遭中網友酸爆 - 自由財經
2024-01-03 02:11,2330,Yahoo奇摩股市,台積電重挫13元聯發科大立光臉綠台股早盤大跌逾240點 - Yahoo奇摩股市
2024-01-03 02:12,2330,Yahoo奇摩股市,AMD先進封裝委由台積電Turnkey主導，力成未入列 - Yahoo奇摩股市
2024-01-03 02:19,2330,聯合新聞網,隨美股重挫台積電面臨580元保衛戰 市值降至約15兆元 - 聯合新聞網
2024-01-03 02:43,2330,Yahoo奇摩股市,《熱門族群》台積電失守月線廣達力穩機殼廠勤誠逆攻 - Yahoo奇摩股市
2024-01-03 02:49,2330,Yahoo奇摩股市,【台股盤中】台積電跌15元指數重挫逾300點摜破17600點 - Yahoo奇摩股市
2024-01-03 03:02,2330,Yahoo奇摩股市,台積電暴跌17元市值一天蒸發4400億元15兆元大關失守 - Yahoo奇摩股市
2024-01-03 03:11,2330,自由財經,台積電重挫市值失守15兆元大關- 自由財經 - 自由財經
2024-01-03 03:43,2330,聯合新聞網,台積電盤中一度下探576元、大跌17元 市值跌破15兆 - 聯合新聞網
2024-01-03 04:05,2330,ETtoday財經雲,台積電遭殺紅眼！股價一度重挫17元 市值失守15兆 - ETtoday財經雲
2024-01-03 05:05,2330,Yahoo奇摩新聞,台股暴跌320點！今年開頭臉超綠 「台積電重挫17元」市值失守15兆 - Yahoo奇摩新聞
2024-01-03 05:13,2330,經濟日報,瑞銀開第一槍調降台積電目標價 台積電重挫跌破月線 - 經濟日報
2024-01-03 05:13,2330,經濟日報,瑞銀開第一槍調降台積電目標價台積電重挫跌破月線| 市場焦點| 證券| 經濟日報 - 經濟日報
2024-01-03 05:37,2330,ETtoday財經雲,台股殺294點痛失三關 台積電重摔15元收578 - ETtoday財經雲
2024-01-03 05:39,2330,聯合新聞網,台積電2024年營運復甦兩逆風 法人憂毛利率不保53% - 聯合新聞網
2024-01-03 06:26,2330,Yahoo奇摩股市,【台股盤後】跌294點收17559點台積電失守月線 - Yahoo奇摩股市
2024-01-03 08:00,2330,Yahoo奇摩股市,台積電CoWoS產能滿載，AMD或另覓其他合作夥伴 - Yahoo奇摩股市
2024-01-03 08:00,2330,經濟日報,晶圓雙雄再成焦點台積電平穩向上、聯電爆量上揚該買哪一檔？ | 市場焦點| 證券| 經濟日報 - 經濟日報
2024-01-03 08:05,2330,Yahoo奇摩新聞,運輸、防疫類股扛不住！台積電帶頭下殺 台股「破三關」慘崩294點收17559點 - Yahoo奇摩新聞
2024-01-03 08:32,2330,富聯網,《半導體》台積電18日法說 - 富聯網
2024-01-03 14:13,2330,Yahoo奇摩股市,雙王法說將登場外資先升台積電目標價 - Yahoo奇摩股市
2024-01-04 01:13,2330,聯合新聞網,台積電與聯發科開盤雙漲 台股上漲15點 - 聯合新聞網
2024-01-04 01:49,2330,自由財經,台積電全年營收獲估年增逾2成 股價止跌回穩 - 自由財經
